"code","name","hierarchy_level","hierarchy_level_name","hierarchy_path","parent_zone_code","lang_code","is_active","cr_by","cr_dtimes","upd_by","upd_dtimes","is_deleted","del_dtimes"
"9405",சத்தர் ஜோர்பதி,4,உள்ளூர்,"9100/9103/9203/9303/9405","9303",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9504",ஆசிர்வாத் கல்லி,5,தெரு,"9100/9102/9202/9302/9404/9504","9404",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9503",आभुषण मार्ग,5,गली,"9100/9102/9202/9302/9403/9503","9403",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9410",டமாக்,4,உள்ளூர்,"9100/9105/9205/9305/9410","9305",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9100",país,0,país,"9100",null,spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9102",madhesh,1,Estado,"9100/9102","9100",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9406",Banepa,4,Localidad,"9100/9103/9203/9303/9406","9303",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9408",Inaruwa,4,Localidad,"9100/9104/9204/9304/9408","9304",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9402",Aamchok,4,"Localidad
","9100/9101/9201/9301/9402","9301",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9502",Ananda Bhairav Marg,5,Calle,"9100/9101/9201/9301/9402/9502","9402",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9502",ஆனந்த பைரவர் மார்க்கம்,5,தெரு,"9100/9101/9201/9301/9402/9502","9402",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9503",Marg Aabhusan,5,Calle,"9100/9102/9202/9302/9403/9503","9403",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9504",Aashirwad Galli,5,Calle,"9100/9102/9202/9302/9404/9504","9404",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9505",Adamya Marga,5,Calle,"9100/9103/9203/9303/9405/9505","9405",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9506",Dallu Chautara,5,Calle,"9100/9103/9203/9303/9406/9506","9406",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9507",hadigaun,5,Calle,"9100/9104/9204/9304/9407/9507","9407",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9508",Jadibuti,5,Calle,"9100/9104/9204/9304/9408/9508","9408",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9509",लाजिम्पट,5,गली,"9100/9105/9205/9305/9409/9509","9409",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9510",धुम्बाराही,5,गली,"9100/9105/9205/9305/9410/9510","9410",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9410",दमक,4,इलाका,"9100/9105/9205/9305/9410","9305",hin,true,admin,2024-04-01 10:58:04.582,,,false,
"9101",koshi,1,Estado,"9100/9101","9100",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9201",Chitwan,2,Distrito,"9100/9101/9201","9101",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9301",Pokhara,3,Municipio,"9100/9101/9201/9301","9201",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9401",hatuwagadhi,4,Localidad,"9100/9101/9201/9301/9401","9301",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9501",Pipalbot Marga,5,Calle,"9100/9101/9201/9301/9401/9501","9401",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9202",banco,2,Distrito,"9100/9102/9202","9102",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9302",Bhaktapur,3,Municipio,"9100/9102/9202/9302","9202",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9403",chaubise,4,Localidad,"9100/9102/9202/9302/9403","9302",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9404",sahidbhumi,4,Localidad,"9100/9102/9202/9302/9404","9302",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9103",bagmati,1,Estado,"9100/9103","9100",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9203",Sankhuwasabha,2,Distrito,"9100/9103/9203","9103",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9303",Birgunj,3,Municipio,"9100/9103/9203/9303","9203",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9405",Chhathar Jorpati,4,Localidad,"9100/9103/9203/9303/9405","9303",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9304",Damak,3,Municipio,"9100/9104/9204/9304","9204",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9407",Itahari,4,Localidad,"9100/9104/9204/9304/9407","9304",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9410",Damak,4,Localidad,"9100/9105/9205/9305/9410","9305",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9404",சாஹித்பூமி,4, உள்ளூர்,"9100/9102/9202/9302/9404","9302",tam,true,admin,2024-04-01 10:58:04.582,,,false,
"9509",Lazimpat,5,Calle,"9100/9105/9205/9305/9409/9509","9409",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9510",Dhumbarahi,5,Calle,"9100/9105/9205/9305/9410/9510","9410",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9105",karnali,1,Estado,"9100/9105","9100",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9205",Ilam,2,Distrito,"9100/9105/9205","9105",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9305",Ghorahi,3,Municipio,"9100/9105/9205/9305","9205",spa,true,admin,2024-04-01 10:58:04.582,,,false,
"9409",kalaiya,4,Localidad,"9100/9105/9205/9305/9409","9305",spa,true,admin,2024-04-01 10:58:04.582,,,false,
