"id","policy_group_id","name","descr","policy_file_id","policy_type","version","policy_schema","valid_from_date","valid_to_date","is_active","cr_by","cr_dtimes","upd_by","upd_dtimes","is_deleted","del_dtimes"
"49094","38499",mosip auth policy for update 1710727305327,desc mosip auth policy,"{""authTokenType"":""partner"",""allowedKycAttributes"":[],""kycLanguages"":[""ara"",""eng""],""allowedAuthTypes"":[{""authSubType"":""IRIS"",""authType"":""bio"",""mandatory"":true},{""authSubType"":""FINGER"",""authType"":""bio"",""mandatory"":true},{""authSubType"":""FACE"",""authType"":""bio"",""mandatory"":true},{""authSubType"":"""",""authType"":""otp-request"",""mandatory"":false},{""authSubType"":"""",""authType"":""kyc"",""mandatory"":false},{""authSubType"":"""",""authType"":""demo"",""mandatory"":false}]}",Auth,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-18 02:02:06.150,2224-03-18 02:02:06.150,true,auth-111997,2024-03-18 02:02:06.150,auth-111997,2024-03-18 02:02:06.299,false,
"1530","97001",mosip auth policy 1710381716799,desc mosip auth policy,"{""authTokenType"":""partner"",""allowedKycAttributes"":[{""attributeName"":""fullName""},{""attributeName"":""gender""},{""attributeName"":""residenceStatus""},{""attributeName"":""dateOfBirth""},{""attributeName"":""photo""},{""attributeName"":""firstName""},{""attributeName"":""province""},{""attributeName"":""city""},{""attributeName"":""zone""},{""attributeName"":""postalCode""},{""attributeName"":""phone""},{""attributeName"":""email""}],""kycLanguages"":[""ara"",""eng""],""allowedAuthTypes"":[{""authSubType"":""IRIS"",""authType"":""bio"",""mandatory"":false},{""authSubType"":""FINGER"",""authType"":""bio"",""mandatory"":false},{""authSubType"":""FACE"",""authType"":""bio"",""mandatory"":false},{""authSubType"":"""",""authType"":""otp"",""mandatory"":false},{""authSubType"":"""",""authType"":""otp-request"",""mandatory"":false},{""authSubType"":"""",""authType"":""kyc"",""mandatory"":false},{""authSubType"":"""",""authType"":""demo"",""mandatory"":false}]}",Auth,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-14 02:02:23.361,2224-03-14 02:02:23.361,true,esignet-111997,2024-03-14 02:02:23.361,esignet-111997,2024-03-14 02:02:23.485,false,
"45836","97001",mosip auth policy for update 1710381716799,desc mosip auth policy,"{""authTokenType"":""partner"",""allowedKycAttributes"":[],""kycLanguages"":[""ara"",""eng""],""allowedAuthTypes"":[{""authSubType"":""IRIS"",""authType"":""bio"",""mandatory"":true},{""authSubType"":""FINGER"",""authType"":""bio"",""mandatory"":true},{""authSubType"":""FACE"",""authType"":""bio"",""mandatory"":true},{""authSubType"":"""",""authType"":""otp-request"",""mandatory"":false},{""authSubType"":"""",""authType"":""kyc"",""mandatory"":false},{""authSubType"":"""",""authType"":""demo"",""mandatory"":false}]}",Auth,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-14 02:02:24.164,2224-03-14 02:02:24.164,true,esignet-111997,2024-03-14 02:02:24.164,esignet-111997,2024-03-14 02:02:24.305,false,
"11901","19949",mosip auth policy 1710986535053,desc mosip auth policy,"{""authTokenType"":""partner"",""allowedKycAttributes"":[{""attributeName"":""fullName""},{""attributeName"":""gender""},{""attributeName"":""residenceStatus""},{""attributeName"":""dateOfBirth""},{""attributeName"":""photo""},{""attributeName"":""firstName""},{""attributeName"":""province""},{""attributeName"":""city""},{""attributeName"":""zone""},{""attributeName"":""postalCode""},{""attributeName"":""phone""},{""attributeName"":""email""}],""kycLanguages"":[""ara"",""eng""],""allowedAuthTypes"":[{""authSubType"":""IRIS"",""authType"":""bio"",""mandatory"":false},{""authSubType"":""FINGER"",""authType"":""bio"",""mandatory"":false},{""authSubType"":""FACE"",""authType"":""bio"",""mandatory"":false},{""authSubType"":"""",""authType"":""otp"",""mandatory"":false},{""authSubType"":"""",""authType"":""otp-request"",""mandatory"":false},{""authSubType"":"""",""authType"":""kyc"",""mandatory"":false},{""authSubType"":"""",""authType"":""demo"",""mandatory"":false}]}",Auth,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-21 02:02:55.057,2224-03-21 02:02:55.057,true,esignet-111997,2024-03-21 02:02:55.057,esignet-111997,2024-03-21 02:02:55.290,false,
"81876","25744",mosip auth policy for update 1710142327043,desc mosip auth policy,"{""authTokenType"":""partner"",""allowedKycAttributes"":[],""kycLanguages"":[""ara"",""eng""],""allowedAuthTypes"":[{""authSubType"":""IRIS"",""authType"":""bio"",""mandatory"":true},{""authSubType"":""FINGER"",""authType"":""bio"",""mandatory"":true},{""authSubType"":""FACE"",""authType"":""bio"",""mandatory"":true},{""authSubType"":"""",""authType"":""otp-request"",""mandatory"":false},{""authSubType"":"""",""authType"":""kyc"",""mandatory"":false},{""authSubType"":"""",""authType"":""demo"",""mandatory"":false}]}",Auth,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-11 07:32:31.888,2224-03-11 07:32:31.888,true,auth-111997,2024-03-11 07:32:31.888,auth-111997,2024-03-11 07:32:32.099,false,
"52065","19949",mosip auth policy for update 1710986535053,desc mosip auth policy,"{""authTokenType"":""partner"",""allowedKycAttributes"":[],""kycLanguages"":[""ara"",""eng""],""allowedAuthTypes"":[{""authSubType"":""IRIS"",""authType"":""bio"",""mandatory"":true},{""authSubType"":""FINGER"",""authType"":""bio"",""mandatory"":true},{""authSubType"":""FACE"",""authType"":""bio"",""mandatory"":true},{""authSubType"":"""",""authType"":""otp-request"",""mandatory"":false},{""authSubType"":"""",""authType"":""kyc"",""mandatory"":false},{""authSubType"":"""",""authType"":""demo"",""mandatory"":false}]}",Auth,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-21 02:02:55.963,2224-03-21 02:02:55.963,true,esignet-111997,2024-03-21 02:02:55.963,esignet-111997,2024-03-21 02:02:56.189,false,
"71197","38298",mosip auth policy for update 1710208939392,desc mosip auth policy,"{""authTokenType"":""partner"",""allowedKycAttributes"":[],""kycLanguages"":[""ara"",""eng""],""allowedAuthTypes"":[{""authSubType"":""IRIS"",""authType"":""bio"",""mandatory"":true},{""authSubType"":""FINGER"",""authType"":""bio"",""mandatory"":true},{""authSubType"":""FACE"",""authType"":""bio"",""mandatory"":true},{""authSubType"":"""",""authType"":""otp-request"",""mandatory"":false},{""authSubType"":"""",""authType"":""kyc"",""mandatory"":false},{""authSubType"":"""",""authType"":""demo"",""mandatory"":false}]}",Auth,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-12 02:02:49.747,2224-03-12 02:02:49.747,true,esignet-111997,2024-03-12 02:02:49.747,esignet-111997,2024-03-12 02:02:49.952,false,
MDSPC,"8720",mosip data share policyd,mosip data share policy,"{""shareableAttributes"":[{""attributeName"":""Zipcode"",""source"":[{""attribute"":""registration-client\/NEW\/individualBiometrics"",""filter"":[{""type"":""Iris""}]},{""attribute"":""CNIE\/verification\/biometrics"",""filter"":[{""type"":""Finger""}]},{""attribute"":""CNIE\/verification\/biometrics"",""filter"":[{""type"":""Face""}]}],""encrypted"":true,""format"":""extraction""}],""dataSharePolicies"":{""typeOfShare"":""Data Share"",""validForInMinutes"":""30"",""transactionsAllowed"":""2"",""encryptionType"":""Partner Based"",""shareDomain"":""datashare-service"",""source"":""Packet Manager""}}",DataShare,"1.0",,2024-03-25 02:02:44.260,2224-03-25 02:02:44.260,false,partner-111997,2024-03-25 02:02:44.260,,,false,
"65684","76565",mosip auth policy for update 1710295299777,desc mosip auth policy,"{""authTokenType"":""partner"",""allowedKycAttributes"":[],""kycLanguages"":[""ara"",""eng""],""allowedAuthTypes"":[{""authSubType"":""IRIS"",""authType"":""bio"",""mandatory"":true},{""authSubType"":""FINGER"",""authType"":""bio"",""mandatory"":true},{""authSubType"":""FACE"",""authType"":""bio"",""mandatory"":true},{""authSubType"":"""",""authType"":""otp-request"",""mandatory"":false},{""authSubType"":"""",""authType"":""kyc"",""mandatory"":false},{""authSubType"":"""",""authType"":""demo"",""mandatory"":false}]}",Auth,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-13 02:02:12.176,2224-03-13 02:02:12.176,true,esignet-111997,2024-03-13 02:02:12.176,esignet-111997,2024-03-13 02:02:12.312,false,
"29332","542",mosip auth policy2 1710727305327,desc mosip auth policy,"{""authTokenType"":""partner"",""allowedKycAttributes"":[{""attributeName"":""fullName""},{""attributeName"":""gender""},{""attributeName"":""residenceStatus""},{""attributeName"":""dateOfBirth""},{""attributeName"":""photo""},{""attributeName"":""firstName""},{""attributeName"":""province""},{""attributeName"":""city""},{""attributeName"":""zone""},{""attributeName"":""postalCode""},{""attributeName"":""phone""},{""attributeName"":""email""}],""kycLanguages"":[""ara"",""eng""],""allowedAuthTypes"":[{""authSubType"":""IRIS"",""authType"":""bio"",""mandatory"":false},{""authSubType"":""FINGER"",""authType"":""bio"",""mandatory"":false},{""authSubType"":""FACE"",""authType"":""bio"",""mandatory"":false},{""authSubType"":"""",""authType"":""otp"",""mandatory"":false},{""authSubType"":"""",""authType"":""otp-request"",""mandatory"":false},{""authSubType"":"""",""authType"":""kyc"",""mandatory"":false},{""authSubType"":"""",""authType"":""demo"",""mandatory"":false}]}",Auth,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-18 02:02:22.761,2224-03-18 02:02:22.761,true,auth-111997,2024-03-18 02:02:22.761,auth-111997,2024-03-18 02:02:22.887,false,
"37211","19686",mosip auth policy2 1710986535053,desc mosip auth policy,"{""authTokenType"":""partner"",""allowedKycAttributes"":[{""attributeName"":""fullName""},{""attributeName"":""gender""},{""attributeName"":""residenceStatus""},{""attributeName"":""dateOfBirth""},{""attributeName"":""photo""},{""attributeName"":""firstName""},{""attributeName"":""province""},{""attributeName"":""city""},{""attributeName"":""zone""},{""attributeName"":""postalCode""},{""attributeName"":""phone""},{""attributeName"":""email""}],""kycLanguages"":[""ara"",""eng""],""allowedAuthTypes"":[{""authSubType"":""IRIS"",""authType"":""bio"",""mandatory"":false},{""authSubType"":""FINGER"",""authType"":""bio"",""mandatory"":false},{""authSubType"":""FACE"",""authType"":""bio"",""mandatory"":false},{""authSubType"":"""",""authType"":""otp"",""mandatory"":false},{""authSubType"":"""",""authType"":""otp-request"",""mandatory"":false},{""authSubType"":"""",""authType"":""kyc"",""mandatory"":false},{""authSubType"":"""",""authType"":""demo"",""mandatory"":false}]}",Auth,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-21 02:03:13.863,2224-03-21 02:03:13.863,true,esignet-111997,2024-03-21 02:03:13.863,esignet-111997,2024-03-21 02:03:14.009,false,
MDSPHH,"8720",mosip data share policyh,mosip data share policy,"{""shareableAttributes"":[{""attributeName"":""biometrics"",""source"":[{""attribute"":""registration-client\/NEW\/individualBiometrics"",""filter"":[{""type"":""Iris""}]},{""attribute"":""CNIE\/verification\/biometrics"",""filter"":[{""type"":""Finger""}]},{""attribute"":""CNIE\/verification\/biometrics"",""filter"":[{""type"":""Face""}]}],""encrypted"":true,""format"":""extraction""}],""dataSharePolicies"":{""typeOfShare"":""Data Share"",""validForInMinutes"":""30"",""transactionsAllowed"":""2"",""encryptionType"":""none"",""shareDomain"":""datashare-service"",""source"":""Packet Manager""}}",DataShare,"1.0",,2024-03-25 02:02:46.167,2224-03-25 02:02:46.167,false,partner-111997,2024-03-25 02:02:46.167,,,false,
MDSPm,"8720",mosip data share policyk,mosip data share policy,"{""shareableAttributes"":[{""attributeName"":""custom name"",""source"":[{""attribute"":""registration-client\/NEW\/individualBiometrics"",""filter"":[{""type"":""Iris""}]},{""attribute"":""CNIE\/verification\/biometrics"",""filter"":[{""type"":""Finger""}]},{""attribute"":""CNIE\/verification\/biometrics"",""filter"":[{""type"":""Face""}]}],""encrypted"":true,""format"":""extraction""}],""dataSharePolicies"":{""typeOfShare"":""Data Share"",""validForInMinutes"":""30"",""transactionsAllowed"":""2"",""encryptionType"":""Partner Based"",""shareDomain"":""datashare-service"",""source"":""Packet Manager""}}",DataShare,"1.0",,2024-03-25 02:02:46.653,2224-03-25 02:02:46.653,false,partner-111997,2024-03-25 02:02:46.653,,,false,
"31023","25744",mosip auth policy 1710142327043,desc mosip auth policy,"{""authTokenType"":""partner"",""allowedKycAttributes"":[{""attributeName"":""fullName""},{""attributeName"":""gender""},{""attributeName"":""residenceStatus""},{""attributeName"":""dateOfBirth""},{""attributeName"":""photo""},{""attributeName"":""firstName""},{""attributeName"":""province""},{""attributeName"":""city""},{""attributeName"":""zone""},{""attributeName"":""postalCode""},{""attributeName"":""phone""},{""attributeName"":""email""}],""kycLanguages"":[""ara"",""eng""],""allowedAuthTypes"":[{""authSubType"":""IRIS"",""authType"":""bio"",""mandatory"":false},{""authSubType"":""FINGER"",""authType"":""bio"",""mandatory"":false},{""authSubType"":""FACE"",""authType"":""bio"",""mandatory"":false},{""authSubType"":"""",""authType"":""otp"",""mandatory"":false},{""authSubType"":"""",""authType"":""otp-request"",""mandatory"":false},{""authSubType"":"""",""authType"":""kyc"",""mandatory"":false},{""authSubType"":"""",""authType"":""demo"",""mandatory"":false}]}",Auth,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-11 07:32:30.319,2224-03-11 07:32:30.319,true,auth-111997,2024-03-11 07:32:30.319,auth-111997,2024-03-11 07:32:30.700,false,
"4978","31",mosip auth policy2 1710381706298,desc mosip auth policy,"{""authTokenType"":""partner"",""allowedKycAttributes"":[{""attributeName"":""fullName""},{""attributeName"":""gender""},{""attributeName"":""residenceStatus""},{""attributeName"":""dateOfBirth""},{""attributeName"":""photo""},{""attributeName"":""firstName""},{""attributeName"":""province""},{""attributeName"":""city""},{""attributeName"":""zone""},{""attributeName"":""postalCode""},{""attributeName"":""phone""},{""attributeName"":""email""}],""kycLanguages"":[""ara"",""eng""],""allowedAuthTypes"":[{""authSubType"":""IRIS"",""authType"":""bio"",""mandatory"":false},{""authSubType"":""FINGER"",""authType"":""bio"",""mandatory"":false},{""authSubType"":""FACE"",""authType"":""bio"",""mandatory"":false},{""authSubType"":"""",""authType"":""otp"",""mandatory"":false},{""authSubType"":"""",""authType"":""otp-request"",""mandatory"":false},{""authSubType"":"""",""authType"":""kyc"",""mandatory"":false},{""authSubType"":"""",""authType"":""demo"",""mandatory"":false}]}",Auth,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-14 02:02:35.761,2224-03-14 02:02:35.761,true,auth-111997,2024-03-14 02:02:35.761,auth-111997,2024-03-14 02:02:35.883,false,
"45864","39315",mosip auth policy for update 1710727314278,desc mosip auth policy,"{""authTokenType"":""partner"",""allowedKycAttributes"":[],""kycLanguages"":[""ara"",""eng""],""allowedAuthTypes"":[{""authSubType"":""IRIS"",""authType"":""bio"",""mandatory"":true},{""authSubType"":""FINGER"",""authType"":""bio"",""mandatory"":true},{""authSubType"":""FACE"",""authType"":""bio"",""mandatory"":true},{""authSubType"":"""",""authType"":""otp-request"",""mandatory"":false},{""authSubType"":"""",""authType"":""kyc"",""mandatory"":false},{""authSubType"":"""",""authType"":""demo"",""mandatory"":false}]}",Auth,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-18 02:02:25.755,2224-03-18 02:02:25.755,true,esignet-111997,2024-03-18 02:02:25.755,esignet-111997,2024-03-18 02:02:25.951,false,
"44395","87336",mosip auth policy for update 1711245711912,desc mosip auth policy,"{""authTokenType"":""partner"",""allowedKycAttributes"":[],""kycLanguages"":[""ara"",""eng""],""allowedAuthTypes"":[{""authSubType"":""IRIS"",""authType"":""bio"",""mandatory"":true},{""authSubType"":""FINGER"",""authType"":""bio"",""mandatory"":true},{""authSubType"":""FACE"",""authType"":""bio"",""mandatory"":true},{""authSubType"":"""",""authType"":""otp-request"",""mandatory"":false},{""authSubType"":"""",""authType"":""kyc"",""mandatory"":false},{""authSubType"":"""",""authType"":""demo"",""mandatory"":false}]}",Auth,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-24 02:02:15.383,2224-03-24 02:02:15.383,true,auth-111997,2024-03-24 02:02:15.383,auth-111997,2024-03-24 02:02:15.688,false,
"99745","98580",mosip auth policy2 1710142327043,desc mosip auth policy,"{""authTokenType"":""partner"",""allowedKycAttributes"":[{""attributeName"":""fullName""},{""attributeName"":""gender""},{""attributeName"":""residenceStatus""},{""attributeName"":""dateOfBirth""},{""attributeName"":""photo""},{""attributeName"":""firstName""},{""attributeName"":""province""},{""attributeName"":""city""},{""attributeName"":""zone""},{""attributeName"":""postalCode""},{""attributeName"":""phone""},{""attributeName"":""email""}],""kycLanguages"":[""ara"",""eng""],""allowedAuthTypes"":[{""authSubType"":""IRIS"",""authType"":""bio"",""mandatory"":false},{""authSubType"":""FINGER"",""authType"":""bio"",""mandatory"":false},{""authSubType"":""FACE"",""authType"":""bio"",""mandatory"":false},{""authSubType"":"""",""authType"":""otp"",""mandatory"":false},{""authSubType"":"""",""authType"":""otp-request"",""mandatory"":false},{""authSubType"":"""",""authType"":""kyc"",""mandatory"":false},{""authSubType"":"""",""authType"":""demo"",""mandatory"":false}]}",Auth,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-11 07:33:01.992,2224-03-11 07:33:01.992,true,auth-111997,2024-03-11 07:33:01.992,auth-111997,2024-03-11 07:33:02.167,false,
mpolicy-default-auth,mpolicygroup-default-auth,mpolicy-default-auth,mpolicy-default-auth,"{""shareableAttributes"":[{""attributeName"":""firstName"",""source"":[{""attribute"":""firstName""}],""encrypted"":true},{""attributeName"":""lastName"",""source"":[{""attribute"":""lastName""}],""encrypted"":true},{""attributeName"":""middleName"",""source"":[{""attribute"":""middleName""}],""encrypted"":true},{""attributeName"":""gender"",""source"":[{""attribute"":""gender""}],""encrypted"":true},{""attributeName"":""dateOfBirth"",""source"":[{""attribute"":""dateOfBirth""}],""encrypted"":true},{""attributeName"":""registrationType"",""source"":[{""attribute"":""registrationType""}],""encrypted"":true},{""attributeName"":""preAddLine1"",""source"":[{""attribute"":""preAddLine1""}],""encrypted"":true},{""attributeName"":""preAddLine2"",""source"":[{""attribute"":""preAddLine2""}],""encrypted"":true},{""attributeName"":""preZipCode"",""source"":[{""attribute"":""preZipCode""}],""encrypted"":true},{""attributeName"":""preMunicipality"",""source"":[{""attribute"":""preMunicipality""}],""encrypted"":true},{""attributeName"":""preLocality"",""source"":[{""attribute"":""preLocality""}],""encrypted"":true},{""attributeName"":""preProvince"",""source"":[{""attribute"":""preProvince""}],""encrypted"":true},{""attributeName"":""residenceStatus"",""source"":[{""attribute"":""residenceStatus""}],""encrypted"":true},{""attributeName"":""perAddLine1"",""source"":[{""attribute"":""perAddLine1""}],""encrypted"":true},{""attributeName"":""perAddLine2"",""source"":[{""attribute"":""perAddLine2""}],""encrypted"":true},{""attributeName"":""perZipCode"",""source"":[{""attribute"":""perZipCode""}],""encrypted"":true},{""attributeName"":""perMunicipality"",""source"":[{""attribute"":""perMunicipality""}],""encrypted"":true},{""attributeName"":""perLocality"",""source"":[{""attribute"":""perLocality""}],""encrypted"":true},{""attributeName"":""perProvince"",""source"":[{""attribute"":""perProvince""}],""encrypted"":true},{""attributeName"":""countryCode"",""source"":[{""attribute"":""countryCode""}],""encrypted"":true},{""attributeName"":""nationality"",""source"":[{""attribute"":""nationality""}],""encrypted"":true},{""attributeName"":""prefix"",""source"":[{""attribute"":""prefix""}],""encrypted"":true},{""attributeName"":""mNumberVerified"",""source"":[{""attribute"":""mNumberVerified""}],""encrypted"":true},{""attributeName"":""emailVerified"",""source"":[{""attribute"":""emailVerified""}],""encrypted"":true},{""attributeName"":""birthID"",""source"":[{""attribute"":""birthID""}],""encrypted"":true},{""attributeName"":""voterId"",""source"":[{""attribute"":""voterId""}],""encrypted"":true},{""attributeName"":""passportNumber"",""source"":[{""attribute"":""passportNumber""}],""encrypted"":true},{""attributeName"":""dobVerified"",""source"":[{""attribute"":""dobVerified""}],""encrypted"":true},{""attributeName"":""driversLicense"",""source"":[{""attribute"":""driversLicense""}],""encrypted"":true},{""attributeName"":""pobLocality"",""source"":[{""attribute"":""pobLocality""}],""encrypted"":true},{""attributeName"":""pobProvince"",""source"":[{""attribute"":""pobProvince""}],""encrypted"":true},{""attributeName"":""maritalStatus"",""source"":[{""attribute"":""maritalStatus""}],""encrypted"":true},{""attributeName"":""pobProvince"",""source"":[{""attribute"":""pobProvince""}],""encrypted"":true},{""attributeName"":""pobProvince"",""source"":[{""attribute"":""pobProvince""}],""encrypted"":true},{""attributeName"":""emailVerified"",""source"":[{""attribute"":""emailVerified""}],""encrypted"":true},{""attributeName"":""preferredLang"",""source"":[{""attribute"":""preferredLang""}],""encrypted"":true},{""attributeName"":""notificationLang"",""source"":[{""attribute"":""notificationLang""}],""encrypted"":true},{""attributeName"":""email"",""source"":[{""attribute"":""email""}],""encrypted"":true},{""attributeName"":""individualBiometrics"",""group"":""CBEFF"",""source"":[{""attribute"":""individualBiometrics""}],""encrypted"":true,""format"":""extraction""}],""dataSharePolicies"":{""typeOfShare"":""Data Share"",""validForInMinutes"":""30"",""transactionsAllowed"":""2"",""encryptionType"":""Partner Based"",""shareDomain"":""datashare.datashare"",""source"":""ID Repository""}}",DataShare,"1",https://schemas.mosip.io/v1/auth-policy,2024-03-05 04:43:55.903,2025-04-28 09:37:00.000,true,admin,2024-03-05 04:43:55.903,admin,2024-03-05 04:43:55.903,false,
"11092","67237",mosip auth policy 1710208926578,desc mosip auth policy,"{""authTokenType"":""partner"",""allowedKycAttributes"":[{""attributeName"":""fullName""},{""attributeName"":""gender""},{""attributeName"":""residenceStatus""},{""attributeName"":""dateOfBirth""},{""attributeName"":""photo""},{""attributeName"":""firstName""},{""attributeName"":""province""},{""attributeName"":""city""},{""attributeName"":""zone""},{""attributeName"":""postalCode""},{""attributeName"":""phone""},{""attributeName"":""email""}],""kycLanguages"":[""ara"",""eng""],""allowedAuthTypes"":[{""authSubType"":""IRIS"",""authType"":""bio"",""mandatory"":false},{""authSubType"":""FINGER"",""authType"":""bio"",""mandatory"":false},{""authSubType"":""FACE"",""authType"":""bio"",""mandatory"":false},{""authSubType"":"""",""authType"":""otp"",""mandatory"":false},{""authSubType"":"""",""authType"":""otp-request"",""mandatory"":false},{""authSubType"":"""",""authType"":""kyc"",""mandatory"":false},{""authSubType"":"""",""authType"":""demo"",""mandatory"":false}]}",Auth,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-12 02:02:28.451,2224-03-12 02:02:28.451,true,auth-111997,2024-03-12 02:02:28.451,auth-111997,2024-03-12 02:02:29.061,false,
"28484","67237",mosip auth policy for update 1710208926578,desc mosip auth policy,"{""authTokenType"":""partner"",""allowedKycAttributes"":[],""kycLanguages"":[""ara"",""eng""],""allowedAuthTypes"":[{""authSubType"":""IRIS"",""authType"":""bio"",""mandatory"":true},{""authSubType"":""FINGER"",""authType"":""bio"",""mandatory"":true},{""authSubType"":""FACE"",""authType"":""bio"",""mandatory"":true},{""authSubType"":"""",""authType"":""otp-request"",""mandatory"":false},{""authSubType"":"""",""authType"":""kyc"",""mandatory"":false},{""authSubType"":"""",""authType"":""demo"",""mandatory"":false}]}",Auth,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-12 02:02:30.659,2224-03-12 02:02:30.659,true,auth-111997,2024-03-12 02:02:30.659,auth-111997,2024-03-12 02:02:31.053,false,
"14502","38059",mosip auth policy 1711072901349,desc mosip auth policy,"{""authTokenType"":""partner"",""allowedKycAttributes"":[{""attributeName"":""fullName""},{""attributeName"":""gender""},{""attributeName"":""residenceStatus""},{""attributeName"":""dateOfBirth""},{""attributeName"":""photo""},{""attributeName"":""firstName""},{""attributeName"":""province""},{""attributeName"":""city""},{""attributeName"":""zone""},{""attributeName"":""postalCode""},{""attributeName"":""phone""},{""attributeName"":""email""}],""kycLanguages"":[""ara"",""eng""],""allowedAuthTypes"":[{""authSubType"":""IRIS"",""authType"":""bio"",""mandatory"":false},{""authSubType"":""FINGER"",""authType"":""bio"",""mandatory"":false},{""authSubType"":""FACE"",""authType"":""bio"",""mandatory"":false},{""authSubType"":"""",""authType"":""otp"",""mandatory"":false},{""authSubType"":"""",""authType"":""otp-request"",""mandatory"":false},{""authSubType"":"""",""authType"":""kyc"",""mandatory"":false},{""authSubType"":"""",""authType"":""demo"",""mandatory"":false}]}",Auth,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-22 02:02:07.959,2224-03-22 02:02:07.959,true,esignet-111997,2024-03-22 02:02:07.959,esignet-111997,2024-03-22 02:02:08.272,false,
MDSP239fhfdndn,"8720",mosip data share policy name,mosip data share policy,"{""shareableAttributes"":[{""attributeName"":""biometrics"",""source"":[{""attribute"":""registration-client\/NEW\/individualBiometrics"",""filter"":[{""type"":""Iris""}]},{""attribute"":""CNIE\/verification\/biometrics"",""filter"":[{""type"":""Finger""}]},{""attribute"":""CNIE\/verification\/biometrics"",""filter"":[{""type"":""Face""}]}],""encrypted"":true,""format"":""extraction""}],""dataSharePolicies"":{""typeOfShare"":""Data Share"",""validForInMinutes"":""30"",""transactionsAllowed"":""2"",""encryptionType"":""Partner Based"",""shareDomain"":""datashare-service"",""source"":""Packet Manager""}}",DataShare,"1.0",,2024-03-25 02:02:47.453,2224-03-25 02:02:47.453,false,partner-111997,2024-03-25 02:02:47.453,,,false,
MDSP2,"8720",mosip data share policy2,mosip data share policy2,"{""shareableAttributes"":[{""encrypted"":true,""attributeName"":""biometrics"",""source"":[{""filter"":[{""type"":""Face""}],""attribute"":""CNIE\/verification\/biometrics""}]}],""dataSharePolicies"":{""typeOfShare"":""Data Share"",""transactionsAllowed"":""2"",""shareDomain"":""datashare-service"",""encryptionType"":""Partner Based"",""source"":""Packet Manager"",""validForInMinutes"":""30""}}",DataShare,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-25 02:02:40.753,2224-03-25 02:02:40.753,true,partner-111997,2024-03-25 02:02:40.753,partner-111997,2024-03-25 02:02:51.293,false,
"1009","38298",mosip auth policy 1710208939392,desc mosip auth policy,"{""authTokenType"":""partner"",""allowedKycAttributes"":[{""attributeName"":""fullName""},{""attributeName"":""gender""},{""attributeName"":""residenceStatus""},{""attributeName"":""dateOfBirth""},{""attributeName"":""photo""},{""attributeName"":""firstName""},{""attributeName"":""province""},{""attributeName"":""city""},{""attributeName"":""zone""},{""attributeName"":""postalCode""},{""attributeName"":""phone""},{""attributeName"":""email""}],""kycLanguages"":[""ara"",""eng""],""allowedAuthTypes"":[{""authSubType"":""IRIS"",""authType"":""bio"",""mandatory"":false},{""authSubType"":""FINGER"",""authType"":""bio"",""mandatory"":false},{""authSubType"":""FACE"",""authType"":""bio"",""mandatory"":false},{""authSubType"":"""",""authType"":""otp"",""mandatory"":false},{""authSubType"":"""",""authType"":""otp-request"",""mandatory"":false},{""authSubType"":"""",""authType"":""kyc"",""mandatory"":false},{""authSubType"":"""",""authType"":""demo"",""mandatory"":false}]}",Auth,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-12 02:02:47.360,2224-03-12 02:02:47.360,true,esignet-111997,2024-03-12 02:02:47.360,esignet-111997,2024-03-12 02:02:47.849,false,
"70332","88270",mosip auth policy for update 1710640902468,desc mosip auth policy,"{""authTokenType"":""partner"",""allowedKycAttributes"":[],""kycLanguages"":[""ara"",""eng""],""allowedAuthTypes"":[{""authSubType"":""IRIS"",""authType"":""bio"",""mandatory"":true},{""authSubType"":""FINGER"",""authType"":""bio"",""mandatory"":true},{""authSubType"":""FACE"",""authType"":""bio"",""mandatory"":true},{""authSubType"":"""",""authType"":""otp-request"",""mandatory"":false},{""authSubType"":"""",""authType"":""kyc"",""mandatory"":false},{""authSubType"":"""",""authType"":""demo"",""mandatory"":false}]}",Auth,"1.0",https://schemas.mosip.io/v1/auth-policy,2024-03-17 02:02:08.578,2224-03-17 02:02:08.578,true,esignet-111997,2024-03-17 02:02:08.578,esignet-111997,2024-03-17 02:02:08.732,false,
