"id","name","cntrtyp_code","addr_line1","addr_line2","addr_line3","latitude","longitude","location_code","contact_phone","contact_person","number_of_kiosks","working_hours","per_kiosk_process_time","center_start_time","center_end_time","lunch_start_time","lunch_end_time","time_zone","holiday_loc_code","zone_code","lang_code","is_active","cr_by","cr_dtimes","upd_by","upd_dtimes","is_deleted","del_dtimes"
"10180",JasaClaucaster,REG,addr1,"","","76.59967098","76.61924860","1193","",rtested,4,"9",00:15:00,10:30:00,19:30:00,00:00:00,00:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1113",eng,true,"3341",2024-03-19 11:05:02.730,"3341",2024-03-19 11:05:08.370,false,
"10173", WrumsasChares,REG,arnagar,"","","56.839640","14.395150","1184","",rtested,4,"9",00:20:00,10:00:00,19:00:00,14:00:00,15:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1109",fra,true,"3341",2024-03-20 07:47:59.027,,,false,
"10177",VremoreSlestead,REG,rrnagar,"","","12.3281327312298","76.6106304582739","1190","","",5,"9",00:20:00,09:00:00,18:00:00,00:00:00,00:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1114",fra,true,"3341",2024-03-20 07:48:18.378,,,false,
"10172",TrabusIllepolis,REG,Kalyanstreet,"","","38.316535","16.091857","1187","",rtested,4,"9",00:15:00,10:00:00,19:00:00,13:30:00,14:30:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1112",fra,true,"3341",2024-03-20 07:48:33.995,,,false,
"10174",WrumsasSrita,REG,brnagar,"","","56.839642","14.395150","1185","",rtested,4,"9",00:20:00,10:00:00,19:00:00,13:30:00,14:30:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1110",fra,true,"3341",2024-03-20 07:48:59.779,,,false,
"10171",TrabusTrore,REG,Jam nagar,"","","38.316535","16.091857","1186",rtested,rtested,0,"9",00:20:00,09:00:00,18:00:00,12:30:00,13:30:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1111",fra,true,"3341",2024-03-20 07:49:16.318,,,false,
"10179",JasaVoginia,REG,ramanjuacircle,"","","76.5996707","56.489877","1192","",rtested,5,"9",00:30:00,09:30:00,18:30:00,00:00:00,00:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1111",fra,true,"3341",2024-03-20 07:49:32.682,,,false,
"10017",temp1,REG,bengaluru11,"","","12.8450","77.6632","1184","","1234567890",12,"8",00:20:00,09:30:00,17:30:00,00:00:00,00:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1114",ara,true,"3341",2024-03-20 08:33:41.562,,,false,
"10180",JasaClaucaster,REG,addr1,"","","76.59967098","76.61924860","1193","",rtested,4,"9",00:15:00,10:30:00,19:30:00,00:00:00,00:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1113",ara,true,"6262",2024-03-20 07:29:17.692,,,false,
"10173", WrumsasChares,REG,arnagar,"","","56.839640","14.395150","1184","",rtested,4,"9",00:20:00,10:00:00,19:00:00,14:00:00,15:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1109",ara,true,"6262",2024-03-20 07:31:56.298,,,false,
"10177",VremoreSlestead,REG,rrnagar,"","","12.3281327312298","76.6106304582739","1190","","",5,"9",00:20:00,09:00:00,18:00:00,00:00:00,00:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1114",ara,true,"3341",2024-03-20 07:37:02.554,,,false,
"10175",SlaronAkabury,REG,KT nagar,"","","12.317059","76.6058412","1188","",rtested,5,"9",00:15:00,10:00:00,19:00:00,13:00:00,14:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1113",ara,true,"3341",2024-03-20 07:40:56.638,,,false,
"10178",VremoreSuding,REG,tilaknagar,"","","76.5996707","76.61924860","1191","",rtested,4,"9",00:20:00,11:00:00,20:00:00,00:00:00,00:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1113",ara,true,"3341",2024-03-20 07:41:24.943,,,false,
"10172",TrabusIllepolis,REG,Kalyanstreet,"","","38.316535","16.091857","1187","",rtested,4,"9",00:15:00,10:00:00,19:00:00,13:30:00,14:30:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1112",ara,true,"3341",2024-03-20 07:41:50.443,,,false,
"10171",TrabusTrore,REG,Jam nagar,"","","38.316535","16.091857","1186",rtested,rtested,0,"9",00:20:00,09:00:00,18:00:00,12:30:00,13:30:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1111",ara,true,"3341",2024-03-20 07:42:11.592,,,false,
"10176",SlaronOgusey,REG,jprnagar,"","","76.599670","12.317892","1189","",rtested,5,"9",00:15:00,10:00:00,19:00:00,00:00:00,00:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1114",ara,true,"3341",2024-03-20 07:42:39.972,,,false,
"10179",JasaVoginia,REG,ramanjuacircle,"","","76.5996707","56.489877","1192","",rtested,5,"9",00:30:00,09:30:00,18:30:00,00:00:00,00:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1111",ara,true,"3341",2024-03-20 07:43:12.560,,,false,
"10174",WrumsasSrita,REG,brnagar,"","","56.839642","14.395150","1185","",rtested,4,"9",00:20:00,10:00:00,19:00:00,13:30:00,14:30:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1110",ara,true,"3341",2024-03-20 07:43:38.249,,,false,
"10178",VremoreSuding,REG,tilaknagar,"","","76.5996707","76.61924860","1191","",rtested,4,"9",00:20:00,11:00:00,20:00:00,00:00:00,00:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1113",fra,true,"3341",2024-03-20 07:46:22.598,,,false,
"10180",JasaClaucaster,REG,addr1,"","","76.59967098","76.61924860","1193","",rtested,4,"9",00:15:00,10:30:00,19:30:00,00:00:00,00:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1113",fra,true,"3341",2024-03-20 07:46:49.820,,,false,
"10175",SlaronAkabury,REG,KT nagar,"","","12.317059","76.6058412","1188","",rtested,5,"9",00:15:00,10:00:00,19:00:00,13:00:00,14:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1113",fra,true,"3341",2024-03-20 07:47:15.663,,,false,
"10176",SlaronOgusey,REG,jprnagar,"","","76.599670","12.317892","1189","",rtested,5,"9",00:15:00,10:00:00,19:00:00,00:00:00,00:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1114",fra,true,"3341",2024-03-20 07:47:44.390,,,false,
"10017",temp1,REG,bengaluru11,"","","12.8450","77.6632","1184","","1234567890",12,"8",00:20:00,09:30:00,17:30:00,00:00:00,00:00:00,(GTM+01:00) CENTRAL EUROPEAN TIME,"1001","1114",fra,true,"3341",2024-03-20 08:39:02.590,,,false,
